goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,league
0.05,0.19,0.0,3.91,52.5,0.84,52.94,0.7,57.69,2.37,0.09,88.47,4.74,52.58,90,0.84,1.67,0.7,1.02,0.0,0.0,0.0,1.12,0.23,0.0,0.0,0.0,0.0,16.23,0.28,57.12,1.3,0.05,9.09,1.67,55.38,1.07,1.77,0.79,0.0,0.79,0.28,0.23,5.88,0.05,0.0,0.04,0.0,0.14,0.0,Valentin Rongier,Stade Rennais,581314,1658,France Ligue 1
0.11,0.37,0.0,4.08,55.8,3.44,56.52,0.42,50.0,2.28,0.05,82.53,7.52,56.13,90,1.54,1.48,1.01,1.01,0.0,0.0,0.0,0.74,0.11,0.0,0.0,0.0,0.0,13.98,0.05,45.26,1.01,0.16,25.0,2.44,67.65,1.27,1.59,0.69,0.0,1.16,0.21,0.37,9.09,0.0,0.11,0.13,0.0,0.0,0.0,Benjamin André,Lille,51665,1643,France Ligue 1
0.25,0.12,0.0,4.83,58.21,0.0,0.0,0.87,35.0,1.36,0.12,80.0,4.83,54.93,90,2.6,1.36,0.37,1.12,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,8.8,0.37,20.33,1.12,0.87,29.17,0.5,40.0,0.37,0.25,0.25,0.5,2.23,1.12,0.87,11.11,0.0,0.37,0.34,0.0,0.0,0.0,Malick Fofana,Olympique Lyonnais,1195784,1649,France Ligue 1
0.87,0.65,0.0,2.39,42.31,1.09,100.0,0.43,33.33,0.0,0.43,81.4,3.48,51.61,90,1.96,2.17,0.22,1.52,0.0,0.0,0.0,0.65,0.22,0.0,0.0,0.0,0.0,1.74,0.43,7.61,0.65,0.0,0.0,0.22,100.0,0.0,1.09,0.0,0.43,3.48,1.74,0.87,25.0,0.0,0.65,0.78,0.0,0.22,0.0,Emmanuel Emegha,RC Strasbourg,1048333,1659,France Ligue 1
0.19,0.19,0.0,4.38,53.49,1.14,54.55,0.76,57.14,2.09,0.0,83.71,5.52,53.7,90,1.71,1.14,1.14,1.33,0.0,0.0,0.0,1.71,0.76,0.0,0.0,0.0,0.0,15.6,0.19,49.85,2.85,2.47,44.83,1.9,52.63,0.76,0.19,1.14,0.38,1.14,0.57,0.38,16.67,0.0,0.19,0.4,0.0,0.0,0.19,Rémy Cabella,Nantes,72998,1647,France Ligue 1
0.0,0.13,0.0,0.35,88.89,0.43,90.91,0.04,100.0,0.04,0.0,74.18,0.78,90.0,90,0.52,0.0,0.0,1.0,3.13,2.22,0.91,1.44,0.26,0.7,0.57,0.3,0.57,0.87,0.0,22.75,0.0,0.0,0.0,5.61,41.61,0.04,1.17,0.04,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anthony Lopes,Nantes,48535,1647,France Ligue 1
0.0,0.0,0.0,0.13,100.0,0.31,83.33,0.06,100.0,0.0,0.0,75.11,0.44,87.5,90,0.06,0.0,0.0,1.0,3.88,2.06,1.75,1.63,0.19,1.13,0.38,0.56,0.38,0.25,0.0,20.56,0.0,0.0,0.0,4.88,42.86,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Yehvann Diouf,Nice,845183,1661,France Ligue 1
0.11,0.22,0.0,6.52,56.28,1.24,54.76,1.24,57.5,3.67,0.11,86.14,7.77,56.03,90,1.73,1.56,1.08,1.13,0.0,0.0,0.0,0.59,0.27,0.0,0.0,0.0,0.0,10.62,0.11,45.57,0.97,0.0,0.0,2.86,66.25,1.62,1.29,1.56,0.11,1.56,0.43,0.54,6.9,0.05,0.16,0.12,0.0,0.05,0.0,Mamadou Sangare,RC Lens,1064697,1648,France Ligue 1
0.13,0.0,0.0,1.21,39.13,1.88,51.85,0.0,0.0,0.94,0.0,93.65,3.08,46.0,90,0.54,1.21,0.0,1.07,0.0,0.0,0.0,1.74,0.13,0.0,0.0,0.0,0.0,11.12,0.0,73.13,0.27,0.0,0.0,3.88,67.44,1.34,3.75,0.67,0.0,0.4,0.27,0.13,33.33,0.0,0.0,0.07,0.13,0.0,0.0,Eric Dier,AS Monaco,146101,1653,France Ligue 1
0.32,0.27,0.0,3.58,46.21,1.93,48.65,0.16,27.27,1.34,0.05,84.07,5.51,47.03,90,2.14,1.71,1.12,1.12,0.0,0.0,0.0,0.86,0.16,0.0,0.0,0.0,0.0,10.86,0.32,42.62,1.44,0.37,23.33,3.37,75.9,0.75,1.28,1.07,0.37,2.03,1.02,0.53,15.79,0.0,0.16,0.38,0.0,0.05,0.05,Corentin Tolisso,Olympique Lyonnais,343067,1649,France Ligue 1
